ZK,2607,IGM,6132,PGA,4124,,0,BE1
ZK,2607,LAX,3484,IGM,6132,,0,BE1
ZK,2607,LAX,3484,MCE,7122,,0,BE1
ZK,2607,LAX,3484,PRC,3446,,0,BE1
ZK,2607,LAX,3484,VIS,7121,,0,BE1
ZK,2607,LBF,5748,DEN,3751,,0,BE1
ZK,2607,LBL,4341,DDC,5733,,0,BE1
ZK,2607,LBL,4341,DEN,3751,,0,BE1 BEH
ZK,2607,MCE,7122,LAX,3484,,0,BE1
ZK,2607,MCK,7068,DEN,3751,,0,BEH
ZK,2607,MSP,3858,ATY,5721,,0,BE1
ZK,2607,PGA,4124,DEN,3751,,0,BE1
ZK,2607,PGA,4124,IGM,6132,,0,BE1
ZK,2607,PGA,4124,PHX,3462,,0,BE1
ZK,2607,PHX,3462,PGA,4124,,0,BE1
ZK,2607,PHX,3462,SOW,7078,,0,BE1
ZK,2607,PHX,3462,SVC,6135,,0,BE1
ZK,2607,PIR,5761,ATY,5721,,0,BE1
ZK,2607,PIR,5761,DEN,3751,,0,BE1
ZK,2607,PIR,5761,HON,3491,,0,BE1
ZK,2607,PRC,3446,LAX,3484,,0,BE1
ZK,2607,RIW,6881,DEN,3751,,0,EM2
ZK,2607,SHR,5769,DEN,3751,,0,EM2
ZK,2607,SOW,7078,FMN,3743,,0,BE1
ZK,2607,SOW,7078,PHX,3462,,0,BE1
ZK,2607,SVC,6135,PHX,3462,,0,BE1
ZK,2607,VIS,7121,LAX,3484,,0,BE1
ZK,2607,WRL,5777,CYS,3804,,0,BEH BE1
ZL,4178,ABX,3333,MEL,3339,,0,SF3
ZL,4178,ABX,3333,SYD,3361,,0,SF3
ZL,4178,ADL,3341,BHQ,6241,,0,SF3
ZL,4178,ADL,3341,CED,6256,,0,SF3
ZL,4178,ADL,3341,CPD,6253,,0,SF3
ZL,4178,ADL,3341,KGC,4051,,0,SF3
ZL,4178,ADL,3341,MGB,6303,,0,SF3
ZL,4178,ADL,3341,MQL,6298,,0,SF3
ZL,4178,ADL,3341,PLO,6318,,0,SF3
ZL,4178,ADL,3341,WYA,6334,,0,SF3
ZL,4178,ARM,4062,SYD,3361,,0,SF3
ZL,4178,BHQ,6241,ADL,3341,,0,SF3
ZL,4178,BHQ,6241,DBO,3358,,0,SF3
ZL,4178,BHQ,6241,MQL,6298,,0,SF3
ZL,4178,BHQ,6241,SYD,3361,,0,SF3
ZL,4178,BHS,6249,PKE,6317,,0,SF3
ZL,4178,BHS,6249,SYD,3361,,0,SF3
ZL,4178,BNK,4291,NTL,4320,,0,SF3
ZL,4178,BNK,4291,SYD,3361,,0,SF3
ZL,4178,BWT,6338,MEL,3339,,0,SF3
ZL,4178,CED,6256,ADL,3341,,0,SF3
ZL,4178,CPD,6253,ADL,3341,,0,SF3
ZL,4178,DBO,3358,BHQ,6241,,0,SF3
ZL,4178,DBO,3358,SYD,3361,,0,SF3
ZL,4178,GFF,6271,NRA,6307,,0,SF3
ZL,4178,GFF,6271,SYD,3361,,0,SF3
ZL,4178,GFN,6792,TRO,6794,,0,SF3
ZL,4178,ISA,3324,JCK,6276,,0,SF3
ZL,4178,ISA,3324,TSV,3330,,0,SF3
ZL,4178,JCK,6276,ISA,3324,,0,SF3
ZL,4178,JCK,6276,RCM,9904,,0,SF3
ZL,4178,KGC,4051,ADL,3341,,0,SF3
ZL,4178,KNS,6278,MEL,3339,,0,SF3
ZL,4178,LRE,6289,WIN,6337,,0,SF3
ZL,4178,LSY,6287,SYD,3361,,0,SF3
ZL,4178,MEL,3339,ABX,3333,,0,SF3
ZL,4178,MEL,3339,BWT,6338,,0,SF3
ZL,4178,MEL,3339,KNS,6278,,0,SF3
ZL,4178,MEL,3339,MGB,6303,,0,SF3
ZL,4178,MEL,3339,MIM,6294,,0,SF3
ZL,4178,MEL,3339,MQL,6298,,0,SF3
ZL,4178,MEL,3339,WGA,3363,,0,SF3
ZL,4178,MGB,6303,ADL,3341,,0,SF3
ZL,4178,MGB,6303,MEL,3339,,0,SF3
ZL,4178,MIM,6294,MEL,3339,,0,SF3
ZL,4178,MIM,6294,MYA,6302,,0,SF3
ZL,4178,MIM,6294,SYD,3361,,0,SF3
ZL,4178,MQL,6298,ADL,3341,,0,SF3
ZL,4178,MQL,6298,BHQ,6241,,0,SF3
ZL,4178,MQL,6298,MEL,3339,,0,SF3
ZL,4178,MQL,6298,SYD,3361,,0,SF3
ZL,4178,MYA,6302,MIM,6294,,0,SF3
ZL,4178,MYA,6302,SYD,3361,,0,SF3
ZL,4178,NRA,6307,GFF,6271,,0,SF3
ZL,4178,NRA,6307,SYD,3361,,0,SF3
ZL,4178,NTL,4320,BNK,4291,,0,SF3
ZL,4178,NTL,4320,SYD,3361,,0,SF3
ZL,4178,OAG,6793,SYD,3361,,0,SF3
ZL,4178,PKE,6317,BHS,6249,,0,SF3
ZL,4178,PKE,6317,SYD,3361,,0,SF3
ZL,4178,PLO,6318,ADL,3341,,0,SF3
ZL,4178,RCM,9904,JCK,6276,,0,SF3
ZL,4178,SYD,3361,ABX,3333,,0,SF3
ZL,4178,SYD,3361,ARM,4062,,0,SF3
ZL,4178,SYD,3361,BHQ,6241,,0,SF3
ZL,4178,SYD,3361,BHS,6249,,0,SF3
ZL,4178,SYD,3361,BNK,4291,,0,SF3
ZL,4178,SYD,3361,DBO,3358,,0,SF3
ZL,4178,SYD,3361,GFF,6271,,0,SF3
ZL,4178,SYD,3361,LSY,6287,,0,SF3
ZL,4178,SYD,3361,MIM,6294,,0,SF3
ZL,4178,SYD,3361,MQL,6298,,0,SF3
ZL,4178,SYD,3361,MYA,6302,,0,SF3
ZL,4178,SYD,3361,NRA,6307,,0,SF3
ZL,4178,SYD,3361,NTL,4320,,0,SF3
ZL,4178,SYD,3361,OAG,6793,,0,SF3
ZL,4178,SYD,3361,PKE,6317,,0,SF3
ZL,4178,SYD,3361,TRO,6794,,0,SF3
ZL,4178,SYD,3361,WGA,3363,,0,SF3
ZL,4178,TRO,6794,GFN,6792,,0,SF3
ZL,4178,TRO,6794,SYD,3361,,0,SF3
ZL,4178,TSV,3330,ISA,3324,,0,SF3
ZL,4178,TSV,3330,WIN,6337,,0,SF3
ZL,4178,WGA,3363,MEL,3339,,0,SF3
ZL,4178,WGA,3363,SYD,3361,,0,SF3
ZL,4178,WIN,6337,LRE,6289,,0,SF3
ZL,4178,WIN,6337,TSV,3330,,0,SF3
ZL,4178,WYA,6334,ADL,3341,,0,SF3
ZM,19016,DME,4029,FRU,2912,,0,734
ZM,19016,FRU,2912,DME,4029,,0,734
